fraction_invested,n_invested,port_anr,avg_anr,total_dollar_return,default_rate_invested,policy
0.010000519314801214,1348,0.03462200442021204,0.03603335344969691,1556107.3387068645,0.015578635014836795,default_scoring
0.020001038629602428,2696,0.037004474423512075,0.0373664240648857,3519073.535857867,0.021513353115727003,default_scoring
0.03000155794440364,4044,0.035322344684799736,0.03641660499485409,5418354.186692543,0.025717111770524232,default_scoring
0.040002077259204856,5392,0.035574896265226356,0.03651186631876666,7487571.445238865,0.027818991097922848,default_scoring
0.05000259657400607,6740,0.03650042514513488,0.03766971300549455,9643455.442776864,0.02833827893175074,default_scoring
0.06000311588880728,8088,0.0370303669884909,0.03781126118697345,11812736.574376486,0.030909990108803166,default_scoring
0.0700036352036085,9436,0.03761594482158002,0.038469810932906634,13977794.995217383,0.03306485799067401,default_scoring
0.07999673573553523,10783,0.03789393650941191,0.038442796656132684,16079744.834229928,0.0356116108689604,default_scoring
0.08999725505033644,12131,0.03850573397058817,0.03890441496247243,18355476.978868082,0.03734234605556014,default_scoring
0.09999777436513765,13479,0.038815843138369464,0.03924950818116172,20596025.88758769,0.03857852956450775,default_scoring
0.10999829367993887,14827,0.03958661731360889,0.03981167601294234,23047814.41150316,0.039927159910973224,default_scoring
0.11999881299474008,16175,0.03976312860388248,0.040163289819324585,25352249.086883128,0.04148377125193199,default_scoring
0.1299993323095413,17523,0.03990289402830322,0.04035427088577135,27756898.0171176,0.04245848313644924,default_scoring
0.1399998516243425,18871,0.04021838396317432,0.04048027740405434,30201848.915149055,0.04477770123469874,default_scoring
0.15000037093914373,20219,0.040727164652888524,0.040900406185705014,32696698.068480894,0.04644146594787082,default_scoring
0.16000089025394493,21567,0.04072637820126444,0.04108607727791884,35067575.03715959,0.04775814902397181,default_scoring
0.17000140956874615,22915,0.04112296426401751,0.04154557169340787,37560506.35517852,0.04870172376172813,default_scoring
0.18000192888354735,24263,0.04110692465309099,0.04151234008032701,40020123.09030903,0.05024110785970408,default_scoring
0.19000244819834858,25611,0.04098308720908622,0.04146162453371012,42331015.33314641,0.05185271953457499,default_scoring
0.2000029675131498,26959,0.04133777705536704,0.041870504428397945,44702869.14876917,0.053117697243963057,default_scoring
0.210003486827951,28307,0.04155743275613412,0.04199960469127785,47188500.82598116,0.05405023492422369,default_scoring
0.21999658735987773,29654,0.04189108176712022,0.04237607045287733,49665843.901510924,0.05506845619477979,default_scoring
0.22999710667467896,31002,0.041814464989866136,0.04217473294980801,52070230.41441469,0.05635120314818399,default_scoring
0.23999762598948016,32350,0.04185698458029983,0.04219390808630026,54504641.87917733,0.05780525502318393,default_scoring
0.24999814530428138,33698,0.04186120900621361,0.04215968341524327,57001653.28998578,0.05893524838269334,default_scoring
0.2599986646190826,35046,0.04225844844435901,0.04251336173054968,59612806.89136097,0.059692974947212235,default_scoring
0.2699991839338838,36394,0.0423957476432784,0.04257186310804045,62253039.46353555,0.06077924932681211,default_scoring
0.279999703248685,37742,0.04236022847385821,0.04268403795734978,64612023.35733473,0.06199989401727518,default_scoring
0.29000022256348623,39090,0.042362606349482176,0.04271023135135446,67149464.92888267,0.06300844205679201,default_scoring
0.30000074187828746,40438,0.04240100282834636,0.04274698657824467,69759271.02327603,0.06417231317077995,default_scoring
0.3100012611930887,41786,0.04234747743882951,0.0426079348900808,72258073.09730399,0.06569185851720671,default_scoring
0.32000178050788985,43134,0.04209946423607047,0.042326959608530265,74602048.51219048,0.0672787128483331,default_scoring
0.3300022998226911,44482,0.04204515089773369,0.042151938282262665,77173905.41800816,0.06854457983004361,default_scoring
0.3400028191374923,45830,0.04193996540855198,0.0421251867518855,79710731.58641915,0.06953960288020947,default_scoring
0.35000333845229353,47178,0.041662626791320594,0.041903453170153704,81911109.6016823,0.07105006570859299,default_scoring
0.35999643898422024,48525,0.04187089827783405,0.04202274691066174,84622643.43991406,0.07194229778464709,default_scoring
0.36999695829902146,49873,0.04176831826158927,0.04202141534555311,87101836.38314202,0.07314579030738075,default_scoring
0.3799974776138227,51221,0.0417319614265365,0.04193111887947254,89739587.08476831,0.074129751469124,default_scoring
0.3899979969286239,52569,0.04159774736243233,0.04173841196924914,92153566.59861034,0.07521543114763454,default_scoring
0.3999985162434251,53917,0.04154242877659745,0.04161730477402638,94803919.87816179,0.07628391787376894,default_scoring
0.4099990355582263,55265,0.041314829918187586,0.041504580275410694,97031599.43335602,0.07757169999095269,default_scoring
0.41999955487302754,56613,0.041056145892366544,0.041269498014205916,99381714.04281998,0.07932806952466748,default_scoring
0.43000007418782876,57961,0.04082799980575923,0.041052124335753025,101927820.00335272,0.08046790082986836,default_scoring
0.44000059350262993,59309,0.04076315239135609,0.0410557487179039,104508655.0837909,0.081471614763358,default_scoring
0.45000111281743116,60657,0.040518571586485475,0.04082684959320075,106866682.89974348,0.08264503684653049,default_scoring
0.4600016321322324,62005,0.04031215865054643,0.040636099113138924,109461301.15468049,0.08371905491492622,default_scoring
0.4700021514470336,63353,0.04030905520745106,0.04066268448458774,112199474.17927627,0.08493678278850252,default_scoring
0.48000267076183484,64701,0.04018585981926489,0.04047186091364415,114794999.57962081,0.08622741534133939,default_scoring
0.490003190076636,66049,0.04006310666473523,0.0403461701168172,117423500.96560086,0.08720798195279263,default_scoring
0.49999629060856277,67396,0.04010554418703022,0.040388606488490277,120276125.0771788,0.088046768354205,default_scoring
0.5099968099233639,68744,0.04004608800976316,0.0402973685500102,123139044.77684401,0.08895321773536599,default_scoring
