fraction_invested,n_invested,port_anr,avg_anr,total_dollar_return,default_rate_invested,policy
0.010006183596604643,534,0.04064692386595577,0.04154665669599895,476249.0135754856,0.020599250936329586,default_scoring
0.019993629021680063,1067,0.03874370880767769,0.041936385413661736,1045947.434756432,0.031865042174320526,default_scoring
0.02999981261828471,1601,0.040236847560944485,0.041143634746144554,1623646.9795372435,0.034353529044347283,default_scoring
0.04000599621488935,2135,0.038822243333058656,0.03824937335577704,2257755.156132973,0.041686182669789226,default_scoring
0.049993441639964775,2668,0.03687484358750432,0.035467611855306676,2764016.2186541986,0.04760119940029985,default_scoring
0.05999962523656942,3202,0.03752981382859027,0.035540009388538005,3518487.767263755,0.050905683947532795,default_scoring
0.07000580883317406,3736,0.03754018733774268,0.035366925278528874,4222390.000662386,0.053265524625267666,default_scoring
0.07999325425824948,4269,0.035966627922012814,0.03479231208220723,4954389.996718218,0.05621925509486999,default_scoring
0.08999943785485412,4803,0.03585002270347895,0.034754367409018085,5610744.160213193,0.05829689777222569,default_scoring
0.10000562145145876,5337,0.035803771625586775,0.03431483455286638,6207531.766291589,0.059584035975267007,default_scoring
0.10999306687653419,5870,0.03568218233954363,0.03453682245533286,6934549.972231805,0.06149914821124361,default_scoring
0.11999925047313884,6404,0.035538847429833126,0.03398667334935178,7803068.372013362,0.06355402873204247,default_scoring
0.13000543406974346,6938,0.03644176273673505,0.034694685141752564,8623212.655371841,0.06442778898818104,default_scoring
0.1399928794948189,7471,0.035861705088178326,0.03395223777828025,9271647.251700941,0.06585463793334226,default_scoring
0.14999906309142355,8005,0.03505873352375721,0.03337890218665693,10034963.924510034,0.06770768269831355,default_scoring
0.16000524668802818,8539,0.03521667725475193,0.03338598343763104,10792144.733245233,0.06909474177304134,default_scoring
0.1699926921131036,9072,0.034896690186049344,0.03281985522496045,11552598.35648133,0.07131834215167548,default_scoring
0.17999887570970824,9606,0.03494555982951276,0.032513513287820886,12275572.466704724,0.07203830938996461,default_scoring
0.1900050593063129,10140,0.03432858397138725,0.031937164987391346,13026528.513201103,0.07416173570019724,default_scoring
0.1999925047313883,10673,0.03391539479581711,0.03146432912957073,13694423.867960447,0.0764546050782348,default_scoring
0.20999868832799296,11207,0.03383752981058257,0.03126027013543156,14382428.370253127,0.07780851253680736,default_scoring
0.2200048719245976,11741,0.03323305886579944,0.03077601479018903,15151065.813765438,0.07861340601311644,default_scoring
0.22999231734967301,12274,0.03309835973396259,0.03071563689913414,15913754.123327704,0.0792732605507577,default_scoring
